ἆ I
μαρυκάομαι V
Μαρωδαχ Np
Μαρωδαχβαλαδαν Np
Μαρωζ Np
Μαρωθ Np
Μαρων Np
Μασα Np
Μασαια Np
Μασαιας Np
Μασαλ Np
Μασαλαμι Np
μασανα N
μασάομαι V
Μασβακ Np
Μασεζεβηλ Np
Μασεκ Np
Μασεκκα Np
Μασελμωθ Np
Μασεμαννη Np
μασενα N
Μασερεμ Np
Μασερεφωθμαιμ Np
Μασερων Np
Μασηα Np
Μασηας Np
Μασιας Np
Μασμα Np
μασμαρωθ N
μασομελ N
Μασσαλημ Np
Μασσαμ Np
μασσάομαι V
Μασση Np
Μασσημα Np
Μασσηφα Np
Μασσηφαθ Np
Μασσιας Np
Μασσουρουθ Np
Μασσωχ Np
μαστιγόω V
μαστίζω V
μάστιξ N
μαστός N
Μασφα Np
Μασφαρ Np
Μασφαραθ Np
Μασφασσατ Np
Μασφε Np
μάταιος A
ματαιότης N
ματαιόφρων N
ματαιόω V
ματαίως D
Ματανιας Np
Ματεκκα Np
μάτην D
Ματθαῖος Np
Ματθάν Np
Ματθάτ Np
Ματθίας Np
Ματραιθ Np
Ματταθά Np
Ματταθίας Np
Ματταρι Np
Μαφα Np
Μαφεκαδ Np
Μαχαβανναι Np
Μαχαβηνα Np
Μαχαδ Np
Μαχαθι Np
μάχαιρα N
Μαχαμας Np
Μαχαναρεθ Np
Μαχανια Np
Μαχαριμ Np
Μαχατι Np
Μαχεμας Np
Μαχες Np
μάχη N
μαχητής N
μάχιμος A
Μαχιρ Np
μαχιρ N
Μαχιρι Np
μαχμα N
Μαχμας Np
Μαχναδαβου Np
μάχομαι V
Μαχω Np
Μαψαρ Np
Μαωζ Np
μαωζιν N
Μαων Np
Μαωνιμ Np
Μαωρ Np
Μεαζωθ Np
Μεαμιν Np
Μεβααρ Np
Μεγαλα Np
μεγαλαυχέω V
μεγαλαυχία N
μεγαλεῖος A
μεγαλειότης N
μεγαλόδοξος A
μεγαλοδόξως D
μεγαλοκράτωρ N
μεγαλομερής A
μεγαλομερῶς D
μεγαλοπρέπεια N
μεγαλοπρεπής A
μεγαλοπρεπῶς D
μεγαλοπτέρυγος A
μεγαλορημονέω V
μεγαλορρημονέω V
μεγαλορρημοσύνη N
μεγαλορρήμων A
μεγαλόσαρκος A
μεγαλοσθενής A
μεγαλοσύνη N
μεγαλοφρονέω V
μεγαλόφρων N
μεγαλόψυχος A
μεγαλοψύχως D
μεγαλύνω V
μεγάλωμα N
μεγαλώνυμος A
μεγάλως D
μεγαλωστί D
μεγαλωσύνη N
μέγας A
Μεγεδδω Np
Μεγεδιηλ Np
μέγεθος N
μεγιστάν N
μεγιστᾶνες N
Μεδεβηνα Np
Μεεδδα Np
Μεελεφ Np
Μεηρα Np
Μεηταβηλ Np
Μεθ Np
μεθαρμόζω V
μεθαχαβιν V
μεθερμηνεύω V
μέθη R A N
μεθίστημι V
Μεθλα Np
μεθοδεύω V
μέθοδος N
μεθόριος N
μέθυσμα N
μέθυσος A
μεθύω V
μεθωεσιμ N
μεῖγμα N
Μεϊδα Np
μειδιάω V
Μεϊνωμ Np
μειόω V
μειράκιον N
μειρακίσκος N
μεῖραξ N
Μειχάηλος Np
Μεκεδω Np
μέλαθρον N
μελαθρόω V
μελάνθιον N
μελανία N
μελανόομαι V
μέλας A
Μελεά Np
μέλει V
μέλεος A
μελετάω V
μελέτη N
μέλι N
μελίζω V
μέλισσα N
μελισσών N
Μελίτη Np
Μελληθι Np
μέλλω V
μελον N
μέλος N
Μελχα Np
Μελχαμ Np
Μελχηλ Np
Μελχί Np
Μελχια Np
Μελχιας Np
Μελχιηλ Np
Μελχιηλι Np
Μελχιραμ Np
Μελχισα Np
Μελχισέδεκ Np
Μελχισουε Np
Μελχολ Np
Μελχομ Np
μελῳδέω V
μελῳδία N
μελῳδός A
Μεμβρα Np
Μέμμιος Np
Μεμφιβοσθε Np
Μέμφις Np
μέμφομαι V
μέμψις N
μέν X
Μενέλαος Np
Μενελάου Np
Μενεσθεύς Np
Μεννά Np
μέντοι X
μέντοιγε X
μένω V
Μεραθων Np
Μεραμωθ Np
Μεραρι Np
Μεργαβ Np
Μεριβααλ Np
μεριδάρχη N
μεριδαρχία N
μερίζω V
μέριμνα N
μεριμνάω V
Μεριμωθ Np
μερίς N
μερισμός N
μεριτεύω V
Μεροβ Np
μέρος N
Μερρα Np
Μερραν Np
μεσάζω V
μέσακλον N
Μεσημα Np
μεσημβρία N
μεσημβρινός A
μεσθααλ N
μεσίτης N
μεσόγειος A
Μεσολαβών Np
Μεσολλαμ Np
μεσονύκτιον N
μεσοπόρφυρος A N
Μεσοποταμία Np
μέσος A N
μεσότης N
Μεσουλαμ Np
μεσόω V
Μεσραιμ Np
Μεσσααμ Np
μεσσαβ N
Μεσσαρα Np
Μεσσίας Np
μεστόομαι V
μεστός A
Μεστραιμ Np
Μεσωζεβηλ Np
μετά P
μεταβαίνω V
μεταβάλλω V
μεταβηχας N
μεταβολή N
μεταβολία N
μεταβόλος N
μεταγενής A
μεταγίνομαι V
μετάγω V
μεταδιαιτάω V
μεταδίδωμι V
μεταδιώκω V
μετάθεσις N
μεταίρω V
μεταίτιος A
μετακαλέω V
μετακινέω V
μετακιρνάω V
μετακομίζω V
μεταλαμβάνω V
μεταλλάσσω V
μεταλλεύω V
μέταλλον N
μεταμέλεια N
μεταμέλομαι V
μετάμελος N
μεταναστεύω V
μετανίστημι V
μετανοέω V
μετάνοια N
μεταξύ D
μεταπαιδεύω V
μεταπείθω V
μεταπέμπω V
μεταπίπτω V
μετασκευάζω V
μεταστρέφω V
μεταστροφή N
μετασχηματίζω V
μετατίθημι V
μετατρέπομαι V
μετατρέπω V
μεταφέρω V
μετάφρασις N
μετάφρενον N
μεταχέω V
μετέπειτα D
μετέρχομαι V
μετέχω V
μετεωρίζω V
μετεωρισμός N
μετέωρος A
μετοικεσία N
μετοικέω V
μετοικία N
μετοικίζω V
μέτοικος N
μετουσία N
μετοχή N
μέτοχος A N
μετρέω V
μέτρησις N
μετρητής N
μετριάζω V
μέτριος A
μετρίως D
μέτρον N
μέτωπον N
Μεφααθ Np
μέχρι P D
μεχωνωθ N
μή C D
μήγε D
Μηδαβα Np
μηδαμόθεν D
μηδαμῶς D
μηδέ C
Μηδεία Np
μηδείς A R
μηδέποτε D
Μήδης Np
Μηδία Np
Μηδίαν Np
Μηδίας Np
Μηδική Np
Μῆδος Np
Μήδων Np
μηθέτερος A
μηκέτι D
μῆκος N
μηκύνω V
μῆλον N
μηλωτή N
μημ N
μήν X
μήν N
μηνιαῖος A
μηνίαμα N
μηνιάω V
μῆνις N
μηνίσκος N
μηνίω V
μηνύω V
μήποτε D X
μήπως D
μηρίον N
μηρός N
μηρυκάομαι V
μηρυκισμός N
μηρύομαι V
Μηρωζ Np
μησανεύομαι V
μήτε C
μήτηρ N
μήτι D
μήτρα N
μητρόπολις N
μητρῷος A
μηχανάομαι V
μηχανή N
μηχάνημα N
μιαίνω V
μιαιφονία N
μιαιφόνος A
Μιαμιν Np
Μιαμινος Np
μίανσις N
μιαρός A
μιαροφαγέω V
μιαροφαγία N
μίασμα N
μιασμός N
μίγνυμι V
Μιθραδάτης Np
Μιι Np
μικρολόγος A
μικρός A
μικρότης N
μικρύνω V
μικρῶς D
Μίλητος Np
μίλτος N
μιμέομαι V
μίμημα N
μιμνήσκω V
Μιναῖοι Np
Μιναῖος Np
Μιρων Np
Μισα Np
Μισαβια Np
Μισαδαι Np
Μισαηλ Np
μισάνθρωπος A
μισάρετος A
Μισαχ Np
μίσγω V
μισέω V
μισητός A
μισθέω V
μίσθιος A N
μισθός N
μισθόω V
μίσθωμα N
μισθωτός A
μισοξενία N
μισοπονηρέω V
μισοπονηρία N
μισοπόνηρος A
μῖσος N A
μίσυβρις N
Μισωρ Np
μίτρα N
Μιτυλήνη Np
Μιφιθιμ Np
Μιχα Np
Μιχαήλ Np
Μιχαια Np
Μιχαιας Np
Μιχας Np
Μιχια Np
Μιχολ Np
μνᾶ N
Μνάσων Np
μνεία N
μνῆμα N
μνημεῖον N
μνήμη N
μνημονεύω V
μνημόσυνον N
μνησικακέω V
μνησίκακος A
μνηστεύομαι V
μνηστεύω V
μογίλαλος A
μόγις D
Μοζε Np
μοιχαλίς N
μοιχάομαι V
μοιχάω V
μοιχεία N
μοιχεύω V
μοιχός N
μόλιβος N
μόλις D
Μολλαθ Np
Μολόχ Np
μολόχη N
μόλυνσις N
μολύνω V
μολυσμός N
Μολχολ Np
Μομδιος Np
μονάζω V
μόναρχος N
μονή N
Μονι Np
μόνιμος A
μονιός A
μονογενής A N
μονόζωνος N A
μονοήμερος A
μονόκερως N
μονομαχέω V
μόνον A D
μόνορχις N
μόνος A
μονότροπος A
μονοφαγία N
μονοφάγος N
μόνωσις N
Μοοδι Np
Μοολαμ Np
Μοολι Np
Μοοραι Np
Μοορε Np
Μοοσσιας Np
Μοουλαθι Np
Μοοχα Np
μόρον N
μόρος N
μορφή N
Μοσερι Np
Μοσοαθ Np
Μοσολαμωθ Np
Μοσολλαμ Np
Μοσολλαμια Np
Μοσολλαμος Np
Μοσοχ Np
μοσφαθαιμ N
μοσχάριον N
μόσχευμα N
μόσχος N
Μοσωβαβ Np
μοτόω V
Μουσι Np
μουσικός A N
Μουχαῖος Np
Μοχατι Np
μοχθέω V
μοχθηρός A
μόχθος N
μοχλός N
Μοχμουρ Np
Μοχοραθι Np
Μοωχα Np
μυαλόω V
μυγάλη N
μυελός N
μυέομαι V
μυθολόγος N
μῦθος N
μυῖα N
μυκτήρ N
μυκτηρίζω V
μυκτηρισμός N
μύλη N
μύλινος N
μύλν N
μύλος N
μύλωνος N
Μύνδος Np
μυξωτήρ N
Μύρα Np
μυρεψικός A N
μυρεψός N
μυριάς N
μύριοι A
μυριοπλάσιος A
μυριοπλασίως D
μυριότης N
μυρισμός N
μυρμηκιάω V
μυρμηκολέων N
μύρμηξ N
μυροβραχής A
μύρον N
μυρσίνη N
Μυρσινών Np
μῦς N
Μυσάρχης Np
μυσερός A
Μυσία Np
μύσος N
μύσταξ N
μυστήριον N
μύστης N
μυστικῶς D
μύστις N
μυχός N
Μωαβ Np
Μωαβείτης Np
Μωαβι Np
Μωαβίτης Np
Μωαβῖτις A N
Μωάβιτος Np
Μωδαδ Np
Μωδεϊν Np
Μωεθ Np
μωκάομαι V
μωκός N
Μωλα Np
Μωλαδα Np
Μωλιδ Np
μώλωψ N
μωμάομαι V
μωμητός A
μῶμος N
Μωραδ Np
Μωραθίτης Np
μωραίνω V
Μωρασθι Np
μωρεύω V
Μωρηδ Np
μωρία N
μωρός A
Μωσά Np
Μωσεύς Np
Μωϋσῆς Np
Μωφααθ Np
Μωφαζ Np
Μωφαθ Np
Μωχα Np
Νααθ Np
Νααθος Np
Νααλιηλ Np
Νααλωλ Np
Νααμα Np
Ναανα Np
Νααναν Np
Νααραι Np
Νααραν Np
Ναας Np
Ναασσών Np
Ναβααλ Np
Ναβαδ Np
Ναβαι Np
Ναβαιωθ Np
Ναβαλ Np
Ναβαριας Np
Ναβατ Np
Ναβαταίοι Np
Ναβαταῖος Np
Ναβαυ Np
Ναβδεηλ Np
Ναβεθ Np
Ναβι Np
Ναβι-ααρ Np
νάβλα N
Ναβου Np
Ναβουζαρδαν Np
Ναβουζαρδας Np
Ναβουθαι Np
Ναβουσαρις Np
Ναβουσαχαρ Np
Ναβουχοδονοσόρ Np
Ναβωθ Np
Ναβωκ Np
Ναγαργασνασερ Np
Ναγγαί Np
Ναγε Np
Ναγεβ Np
Ναγεδ Np
Ναδαβ Np
Ναδαβαθ Np
Ναδαβαῖος Np
Ναεθ Np
Ναεμανι Np
Ναζαρά Np
Ναζαρέθ Np
Ναζαρέτ Np
Ναζαρηνός Np
ναζιρ N
ναζιραῖος N
Ναζωραῖος Np
Ναημ Np
Ναθάμ Np
Νάθαν Np
Ναθαναήλ Np
Ναθαναηλος Np
Ναθανιας Np
Ναθανιου Np
ναθιναῖοι N
ναθινιμ N
ναθινιν N
Ναϊ Np
ναί X D I
Ναιδ Np
Ναϊδος Np
Ναιμάν Np
Ναΐν Np
ναίω V
Νακαν Np
Νακεβ Np
νακκαριμ N
νᾶμα N
Ναμβρα Np
Ναμβραν Np
Ναμεσσι Np
Ναμεσσιας Np
Ναμνα Np
Ναμουηλ Np
Ναμουηλι Np
Ναναία Np
Ναναῖος Np
ναός N
Ναούμ Np
νάπη N
Ναργαλασαρ Np
νάρδος N
ναρκάω V
Νάρκισσος Np
Νασαραχ Np
Νασβας Np
Νασι Np
Νασιβ Np
νασιβ N
νασιφ N
Νασουε Np
Ναταϊμ Np
Ναυαθ Np
Ναυη Np
ναῦλον N
ναῦς N
ναυτικός A
Ναφαγ Np
Ναφεδδωρ Np
Ναφεκ Np
Ναφες Np
Ναφετα Np
νάφθα N
Ναφθω Np
Ναφισαῖος Np
Ναφισι Np
Ναφισων Np
Ναφλαζων Np
ναχαλ N
Ναχαλιγαας Np
Ναχαλιγαιας Np
Ναχεθ Np
Ναχεμ Np
Ναχοθ Np
Ναχώρ Np
Νέα Πόλις Np
νεάζω V
νεανίας N
νεανικός A
νεᾶνις N
νεανίσκος N
Νεβελ Np
νεβελ N
Νεβριμ Np
νεβρός N
Νεβρωδ Np
Νεβσαν Np
νεελασα N
Νεεμάν Np
Νεεμείας Np
Νεεμια Np
Νεεμιας Np
Νεεσθαν Np
νεεσσαραν N
νεζερ N
νεῖκος N
νεκρός A N
Νεκωδα Np
Νεκωδαν Np
Νελαμίτης Np
Νεμρα Np
Νεμριμ Np
νέμω V
νεογνός A
νεόκτιστος A
νέος A
νεοσσός N
νεότης N
νεοττός N
νεόφυτος A
νεόω V
Νέρων Np
Νεσεραχ Np
Νεσθα Np
Νεσιβ Np
νεσσα N
Νέτεβας Np
Νετουφατ Np
Νετωφα Np
Νετωφαθι Np
Νετωφαθίτης Np
Νετωφατι Np
νεῦμα N
νευρά N
νευροκοπέω V
νεῦρον N
νεύω V
νεφέλη N
νεφθαι N
Νεφθαλείμ Np
νεφθαρ N
νέφος N
νεφρός N
Νεφωσασιμ Np
Νεχαω Np
νεχωθα N
